web_scraper_order,web_scraper_start_url,annonce,titre,prix,adresse,image
"1768057537-751","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5421925","Ensemble courte manche homme","9 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648700_uploaded_image1_1764522517.jpg"
"1768057539-752","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5421926","Ensemble courte manche homme","9 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648700_uploaded_image1_1764522517.jpg"
"1768057542-753","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5422133","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1768057545-754","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-5422157","Pantalon jean","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422157_uploaded_image1_1752480645.jpg"
"1768057548-755","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5422160","Pantalon Kaki homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5525299_uploaded_image1_1757874845.jpg"
"1768057550-756","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-homme-5422821","Sous vêtement homme","6 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4036356_uploaded_image1_1672943814.jpg"
"1768057553-757","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-pour-homme-5389835","Chemise pour homme","12 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5389835_uploaded_image1_1750768990.jpg"
"1768057555-758","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5435162","Ensemble homme","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657576_uploaded_image1_1764942384.jpg"
"1768057558-759","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-5435168","Polo en coton","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1768057560-760","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-5435176","Polo en coton","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1768057563-761","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5438593","Pantalon Kaki","5 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5438593_uploaded_image1_1753346732.jpg"
"1768057566-762","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kakis-et-chemise-5438939","Pantalon kakis et chemise","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5438939_uploaded_image1_1753357818.jpg"
"1768057569-763","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirts-5439394","Tee-shirt en coton pour homme","4 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5463022_uploaded_image1_1754517200.jpg"
"1768057571-764","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chaussures-homme-5446085","Chaussures homme","2 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5446085_uploaded_image1_1753712713.jpg"
"1768057574-765","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pour-homme-5402965","Ensemble  pour homme","15 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5402965_uploaded_image1_1751479836.jpg"
"1768057576-766","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5450673","Ensemble caleçons + débardeurs  homme","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3650018_uploaded_image1_1649757791.jpg"
"1768057579-767","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pull-adidas-5454584","Pull Adidas","9 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5454584_uploaded_image1_1754095564.jpg"
"1768057581-768","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-jules-5454591","Polo Jules","7 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5454591_uploaded_image1_1754095820.jpg"
"1768057584-769","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/para-pluie-5409455","Para pluie","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5409455_uploaded_image1_1751803857.jpg"
"1768057586-770","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-la-pluie-5409451","","","",""
"1768057588-771","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/emsemble-pour-la-pluie-5409459","Emsemble pour la pluie","6 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5409459_uploaded_image1_1751803940.jpg"
"1768057591-772","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-et-casquette-5460350","T-shirt Et casquette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5460350_uploaded_image1_1754398524.jpg"
"1768057593-773","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-lin-homme-5460351","Chemise Lin homme","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5460353_uploaded_image1_1754398640.jpg"
"1768057596-774","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-lin-homme-5460353","Chemise Lin homme","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5460353_uploaded_image1_1754398640.jpg"
"1768057598-775","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirt-en-coton-pour-homme-5463022","Tee-shirt en coton pour homme","4 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5463022_uploaded_image1_1754517200.jpg"
"1768057601-776","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5471098","Chemises homme","25 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5471098_uploaded_image1_1754942626.jpg"
"1768057604-777","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/jean-oversized-5473114","Jean Oversized","8 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473114_uploaded_image1_1755058671.jpg"
"1768057607-778","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5473116","Short homme","4 500 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473116_uploaded_image1_1755058803.jpg"
"1768057609-779","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/veste-pour-homme-5478474","veste pour homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5478474_uploaded_image1_1755362528.jpg"
"1768057613-780","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-manche-courte-5478947","T-shirt manche courte","5 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5478947_uploaded_image1_1755391084.jpg"
"1768057615-781","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-costume-africain-homme-5478956","Ensemble costume africain homme","30 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5478956_uploaded_image1_1755391742.jpg"
"1768057618-782","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-5479472","T-shirt","2 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5479472_uploaded_image1_1755439676.jpg"
"1768057621-783","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5482978","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1768057649-784","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5486782","","","",""
"1768057712-785","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5490127","","","",""
"1768057759-786","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5495619","","","",""
"1768057769-787","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chaussures-homme-5497701","Chaussures homme","7 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5497701_uploaded_image1_1756418704.jpg"
"1768057772-788","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-5498127","Pantalon cargo","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5498127_uploaded_image1_1756460300.jpg"
"1768057775-789","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-blousons-5503561","Ensemble blouson en coton","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671485_uploaded_image1_1765666732.jpg"
"1768057777-790","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africaine-5504240","Costume africaine","40 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5504240_uploaded_image1_1756801063.jpg"
"1768057779-791","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/dialabe-5504244","Dialabé","8 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5504244_uploaded_image1_1756801260.jpg"
"1768057782-792","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505719","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1768057784-793","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505726","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1768057787-794","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505734","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1768057789-795","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505740","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1768057792-796","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-col-mao-5507616","Costume Col Mao","40 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5507616_uploaded_image1_1756942821.jpg"
"1768057794-797","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5510423","Shorts hommes","3 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5510436_uploaded_image1_1757080689.jpg"
"1768057797-798","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5510429","Shorts hommes","3 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5510436_uploaded_image1_1757080689.jpg"
"1768057799-799","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5510433","Shorts hommes","3 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5510436_uploaded_image1_1757080689.jpg"
"1768057802-800","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/shorts-hommes-5510436","Shorts hommes","3 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5510436_uploaded_image1_1757080689.jpg"
"1768057804-801","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5513618","Chemises homme","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5513618_uploaded_image1_1757271994.jpg"
"1768057807-802","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-5513990","Pantalon kaki","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657707_uploaded_image1_1764949208.jpg"
"1768057811-803","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/nusamel-sport-5468839","Nusamel sport","12 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5468839_uploaded_image1_1754832244.jpg"
"1768057821-804","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5516951","Chemises homme","13 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5516951_uploaded_image1_1757433769.jpg"
"1768057823-805","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5525142","Costume africaine","30 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528446_uploaded_image1_1758031889.jpg"
"1768057826-806","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/polos-homme-5525292","Polos homme","6 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5525292_uploaded_image1_1757874532.jpg"
"1768057829-807","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-homme-5525299","Pantalon Kaki homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5525299_uploaded_image1_1757874845.jpg"
"1768057831-808","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5527580","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1768057834-809","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-africaine-5528446","Costume africaine","30 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528446_uploaded_image1_1758031889.jpg"
"1768057836-810","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5528639","Chemises homme","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528639_uploaded_image1_1758039595.jpg"
"1768057838-811","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/jalabe-royale-5530302","Jalabe  royale","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5530302_uploaded_image1_1758114976.jpg"
"1768057841-812","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/polo-5530347","Polo","5 500 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5530347_uploaded_image1_1758116944.jpg"
"1768057843-813","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/jallabe-homme-5481158","Jallabe homme","15 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5481158_uploaded_image1_1755533660.jpg"
"1768057846-814","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/chemise-africaine-5539551","Chemise africaine","13 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5539551_uploaded_image2_1758628464.jpeg"
"1768057848-815","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/boubou-africain-homme-5544660","Boubou homme","20 000 CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_5583429_uploaded_image1_1760991166.jpg"
"1768057851-816","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5549382","Ensemble Short","9 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5549382_uploaded_image1_1759190460.jpg"
"1768057853-817","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/lacostes-en-coton-venant-de-la-turquie-5553333","Lacostes homme","12 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5553349_uploaded_image1_1759343446.jpg"
"1768057856-818","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/lacostes-homme-5553349","Lacostes homme","12 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5553349_uploaded_image1_1759343446.jpg"
"1768057858-819","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pull-zara-en-fourrure-5560072","Pull Zara en fourrure","5 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560072_uploaded_image1_1759698131.jpg"
"1768057861-820","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-guess-jacket-2-pieces-5560120","Ensemble Guess jacket 2 pièces","5 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560120_uploaded_image1_1759699756.jpg"
"1768057865-821","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5560169","Costume africain","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560169_uploaded_image1_1759703026.jpg"
"1768057868-822","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-en-coton-5561956","T-shirts en coton","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5595880_uploaded_image1_1761763593.jpg"
"1768057871-823","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/calecons-5563903","Caleçons","7 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5563903_uploaded_image1_1759891202.jpg"
"1768057873-824","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5565386","Costume africain","75 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5565386_uploaded_image1_1759971775.jpg"
"1768057876-825","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/patolo-pour-homme-5524480","Patolo pour homme","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524480_uploaded_image1_1757810630.jpg"
"1768057878-826","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/patolon-pour-homme-5524496","Patolon pour homme","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524496_uploaded_image1_1757811429.jpg"
"1768057881-827","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/abimen-homme-5569789","Abimen homme","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5569789_uploaded_image1_1760221691.jpg"
"1768057883-828","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/vetements-de-pluie-5523711","","","",""
"1768057886-829","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5570642","Vetement homme","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127469_uploaded_image1_1736445621.jpg"
"1768057888-830","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5573636","Vetement homme","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127469_uploaded_image1_1736445621.jpg"
"1768057891-831","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5574075","Blouson","13 500 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5574075_uploaded_image1_1760470253.jpg"
"1768057894-832","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/kargo-5527932","Kargo","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5527932_uploaded_image1_1758015495.jpg"
"1768057896-833","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-coton-5527936","Pantalon coton","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5527936_uploaded_image1_1758015699.jpg"
"1768057899-834","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/emsemble-coton-par-taille-5527950","Emsemble coton par taille","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5527950_uploaded_image1_1758015984.jpg"
"1768057902-835","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirts-5583295","Tee-shirts","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5583295_uploaded_image1_1760984169.jpg"
"1768057904-836","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/boubou-homme-5583429","Boubou homme","20 000 CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_5583429_uploaded_image1_1760991166.jpg"
"1768057907-837","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5585179","Ensemble blouson en coton","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671485_uploaded_image1_1765666732.jpg"
"1768057909-838","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-5586869","T-shirt unique en coton","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658191_uploaded_image1_1764973421.jpg"
"1768057912-839","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-kaddu-dund-5586874","T-shirts Kaddù dund","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5586874_uploaded_image1_1761172153.jpg"
"1768057914-840","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costumes-africains-5547717","Costumes africains","30 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5547717_uploaded_image1_1759098205.jpg"
"1768057917-841","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-blouson-5588312","Ensemble blouson","25 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588312_uploaded_image1_1761261836.jpg"
"1768057919-842","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-nike-tech-5588318","Ensemble nike tech","30 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588318_uploaded_image1_1761262014.jpg"
"1768057922-843","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/survetement-nike-5588324","Survêtement Nike","60 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588326_uploaded_image1_1761262675.jpg"
"1768057924-844","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/survetement-nike-5588326","Survêtement Nike","60 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588326_uploaded_image1_1761262675.jpg"
"1768057926-845","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/polo-5555324","Polo en coton","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1768057929-846","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-5548980","Caleçons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2805637_uploaded_image1_1606995436.jpg"
"1768057931-847","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-5548975","Ensemble lacostes + kaki","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5669734_uploaded_image1_1765555257.jpg"
"1768057935-848","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/short-5548982","Ensemble short","5 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5588150_uploaded_image1_1761247547.jpg"
"1768057937-849","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/jeans-5548983","Jeans homme","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5702153_uploaded_image1_1767517880.jpg"
